collection,pack_dir,agent_id,agent_name,version,domain,domain_basis,source_domain,functional_owner,primary_use_case,priority_tier,priority_rank,readiness_status,has_readiness,has_evidence,source_path,source_checksum,skills_count,tools_count,policies_count,source_tags_domain,source_tags_level,source_tags_use_case,manifest_path,canonical_concept_key,exact_duplicate_group_id,overlap_group_ids
github-agents-v1,session-replay-summarizer-github-pack,session-replay-summarizer-github-pack,SessionReplaySummarizer Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Session Replay Summarizer.",long_tail,P2,ready,yes,yes,.github/agents/cycle-11/session-replay-summarizer.agent.md,652d7887466719a48da23ee9c97b342e508344f0dbcd97cec19f44db42727c5b,17,3,1,marketing; analytics; executive,specialist,sessionreplaysummarizer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/session-replay-summarizer-github-pack/manifest.json,sessionreplaysummarizer,,
github-agents-v1,shift-scheduler-github-pack,shift-scheduler-github-pack,ShiftScheduler Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para Shift Scheduler.",long_tail,P2,ready,yes,yes,.github/agents/cycle-09/shift-scheduler.agent.md,2170e0d322228a091f8aa706bf64d95cb6584f977aab724d5c304245afc4cafd,17,3,1,marketing; customer-success; executive,specialist,shiftscheduler; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/shift-scheduler-github-pack/manifest.json,shiftscheduler,,overlap-process-workflow-automation
github-agents-v1,sla-escalator-github-pack,sla-escalator-github-pack,SLAEscalator Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para SLA Escalator.",especialista,P1,ready,yes,yes,.github/agents/cycle-15/sla-escalator.agent.md,509ec8f4e2d3c0daede47d19f9415d0729720685a6ed14a686c731515d89b7ce,17,3,1,marketing; customer-success; executive,specialist,slaescalator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/sla-escalator-github-pack/manifest.json,slaescalator,,overlap-support-ticket-sla
github-agents-v1,sla-monitor-github-pack,sla-monitor-github-pack,SLAMonitor Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para SLA Monitor.",especialista,P1,ready,yes,yes,.github/agents/cycle-09/sla-monitor.agent.md,5b6e776289e912b73eb62a48358787e77d17ef6fefbff1c81d82e80dcf16339c,17,3,1,marketing; customer-success; executive,specialist,slamonitor; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/sla-monitor-github-pack/manifest.json,slamonitor,,overlap-support-ticket-sla
github-agents-v1,spend-controller-github-pack,spend-controller-github-pack,SpendController Agent,1.2.0,financeiro,manual-override,Executivos e Estratégia,CFO / Finance Ops,"Use when controlling spend efficiency, identifying leakage, and enforcing executive prioritization of costs.",long_tail,P2,ready,yes,yes,.github/agents/cycle-01/spend-controller.agent.md,bd59e5762634afeb8c609abd3aec142d97fef4af9f79d1c9e6ff345e24586c77,17,3,1,marketing; analytics; executive,specialist,spendcontroller; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/spend-controller-github-pack/manifest.json,spendcontroller,,overlap-fpna-budget-cost; overlap-executive-board-strategy
github-agents-v1,sql-query-generator-github-pack,sql-query-generator-github-pack,SQLQueryGenerator Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para SQL Query Generator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-11/sql-query-generator.agent.md,793bd1df3d6f9d2d8bd4c2b62cf8a15a77f5332654bd1f1e18134416b9dce7be,17,3,1,marketing; analytics; executive,specialist,sqlquerygenerator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/sql-query-generator-github-pack/manifest.json,sqlquerygenerator,,overlap-data-analytics-dashboard
github-agents-v1,stakeholder-persona-generator-github-pack,stakeholder-persona-generator-github-pack,StakeholderPersonaGenerator Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,"Use when generating stakeholder personas, influence profiles, and communication angles for account-based outreach.",long_tail,P2,ready,yes,yes,.github/agents/cycle-04/stakeholder-persona-generator.agent.md,b6a6d9babbc21ab5cb78c32919b3a9e28551e8b541a291afbd2a0e61d0f3321a,17,3,1,sales; marketing; executive,specialist,stakeholderpersonagenerator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/stakeholder-persona-generator-github-pack/manifest.json,stakeholderpersonagenerator,,overlap-lead-prospecting-outreach; overlap-executive-board-strategy
github-agents-v1,stakeholder-update-automator-github-pack,stakeholder-update-automator-github-pack,StakeholderUpdateAutomator Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Stakeholder Update Automator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-11/stakeholder-update-automator.agent.md,76319d7088af4951a5a6b8f8f789aa7ed61c0606ccede08ad7d5637386005af2,17,3,1,marketing; analytics; executive,specialist,stakeholderupdateautomator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/stakeholder-update-automator-github-pack/manifest.json,stakeholderupdateautomator,,overlap-executive-board-strategy
github-agents-v1,stat-significance-tester-github-pack,stat-significance-tester-github-pack,StatSignificanceTester Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Stat Significance Tester.",long_tail,P2,ready,yes,yes,.github/agents/cycle-11/stat-significance-tester.agent.md,5ebb00c266b85f76a3c69fea0ed873a3cd8782f264b442d20cf4a769d21501db,17,3,1,marketing; analytics; executive,specialist,statsignificancetester; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/stat-significance-tester-github-pack/manifest.json,statsignificancetester,,
github-agents-v1,stickiness-tracker-github-pack,stickiness-tracker-github-pack,StickinessTracker Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Stickiness Tracker.",long_tail,P2,ready,yes,yes,.github/agents/cycle-11/stickiness-tracker.agent.md,1069d5f42470346752dbe0b62cc46132c362bf8ad0205e8cc02f3ebe709ed21c,17,3,1,marketing; analytics; executive,specialist,stickinesstracker; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/stickiness-tracker-github-pack/manifest.json,stickinesstracker,,overlap-cs-health-retention
github-agents-v1,strategic-alliance-scout-github-pack,strategic-alliance-scout-github-pack,StrategicAllianceScout Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para Strategic Alliance Scout.",experimental,P3,ready,yes,yes,.github/agents/cycle-06/strategic-alliance-scout.agent.md,2b11e6c641e198679cb38c40ba73aed5f9a70e0a7973d344497e0fbcf738685c,17,3,1,sales; marketing; executive,specialist,strategicalliancescout; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/strategic-alliance-scout-github-pack/manifest.json,strategicalliancescout,,overlap-executive-board-strategy
github-agents-v1,strategic-kpi-aggregator-github-pack,strategic-kpi-aggregator-github-pack,StrategicKPIAggregator Agent,1.2.0,executivo,prompt-domain+rules,Dados e BI,CEO / Chief of Staff,"Estruturar analise, decisao e plano de execucao para Strategic KPI Aggregator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-11/strategic-kpi-aggregator.agent.md,6fe3509aca3246ae7ddb8124307b5d6209044e513832b531e1a408ba22adb635,17,3,1,marketing; analytics; executive,specialist,strategickpiaggregator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/strategic-kpi-aggregator-github-pack/manifest.json,strategickpiaggregator,,overlap-executive-board-strategy
github-agents-v1,strategic-partner-scout-github-pack,strategic-partner-scout-github-pack,StrategicPartnerScout Agent,1.2.0,executivo,prompt-domain+rules,Executivos e Estratégia,CEO / Chief of Staff,"Use when scouting strategic partnerships, assessing fit, and prioritizing alliance opportunities for executive growth plans.",experimental,P3,ready,yes,yes,.github/agents/cycle-02/strategic-partner-scout.agent.md,7b054f4c4d04fb3195c79d0c4a58d1cae227fe8c2f274c2d9a266fc11a89c349,17,3,1,marketing; finance; executive,specialist,strategicpartnerscout; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/strategic-partner-scout-github-pack/manifest.json,strategicpartnerscout,,overlap-executive-board-strategy
github-agents-v1,stress-test-modeler-github-pack,stress-test-modeler-github-pack,StressTestModeler Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Stress Test Modeler.",long_tail,P2,ready,yes,yes,.github/agents/cycle-15/stress-test-modeler.agent.md,2682b61e68534221785eacb9f0c3fb8004d2e19b8e268dc8d83365a9ad5fb643,17,3,1,marketing; customer-success; executive,specialist,stresstestmodeler; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/stress-test-modeler-github-pack/manifest.json,stresstestmodeler,,
github-agents-v1,subject-line-tester-github-pack,subject-line-tester-github-pack,SubjectLineTester Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Subject Line Tester.",long_tail,P2,ready,yes,yes,.github/agents/cycle-08/subject-line-tester.agent.md,b83a6a7a4f3d2acaba382313219bd34f0ced99b007011063d205e23897775d84,17,3,1,marketing; customer-success; executive,specialist,subjectlinetester; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/subject-line-tester-github-pack/manifest.json,subjectlinetester,,overlap-marketing-campaign-content-seo
github-agents-v1,supply-chain-sync-github-pack,supply-chain-sync-github-pack,SupplyChainSync Agent,1.2.0,ops,manual-override,Executivos e Estratégia,COO / RevOps,"Use when aligning supply chain priorities, mitigating disruptions, and improving executive visibility across logistics dependencies.",long_tail,P2,ready,yes,yes,.github/agents/cycle-02/supply-chain-sync.agent.md,a5ee1216a11608a50206b18aded53d7a733dc747319430683060cbadd20efa91,17,3,1,marketing; finance; executive,specialist,supplychainsync; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/supply-chain-sync-github-pack/manifest.json,supplychainsync,,overlap-executive-board-strategy
github-agents-v1,synthetic-identity-detector-github-pack,synthetic-identity-detector-github-pack,SyntheticIdentityDetector Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Synthetic Identity Detector.",experimental,P3,ready,yes,yes,.github/agents/cycle-14/synthetic-identity-detector.agent.md,91513ffa8bbf46a3086fc2079f3b31d613bbb8913ed385e255dd7e5cba0fdd34,17,3,1,marketing; compliance; executive,specialist,syntheticidentitydetector; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/synthetic-identity-detector-github-pack/manifest.json,syntheticidentitydetector,,overlap-kyc-aml-fraud
github-agents-v1,target-scraper-github-pack,target-scraper-github-pack,TargetScraper Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,"Use when collecting target account signals, enriching prospect context, and preparing structured outbound targeting inputs.",experimental,P3,ready,yes,yes,.github/agents/cycle-03/target-scraper.agent.md,8d09084278c46cffcf3d3422c07590e573953ea812fda86656c8457c03109a40,17,3,1,sales; marketing; executive,specialist,targetscraper; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/target-scraper-github-pack/manifest.json,targetscraper,,overlap-lead-prospecting-outreach
github-agents-v1,tax-exemption-verifier-github-pack,tax-exemption-verifier-github-pack,TaxExemptionVerifier Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Tax Exemption Verifier.",especialista,P1,ready,yes,yes,.github/agents/cycle-12/tax-exemption-verifier.agent.md,ad86f7e8b3143625aa3e8b0cc21d393f5e7dce24d538607b87ed34cf311275fa,17,3,1,marketing; finance; executive,specialist,taxexemptionverifier; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/tax-exemption-verifier-github-pack/manifest.json,taxexemptionverifier,,
github-agents-v1,tax-optimizer-github-pack,tax-optimizer-github-pack,TaxOptimizer Agent,1.2.0,financeiro,manual-override,Executivos e Estratégia,CFO / Finance Ops,"Use when assessing tax efficiency scenarios, fiscal risk exposure, and executive tax planning priorities.",especialista,P1,ready,yes,yes,.github/agents/cycle-01/tax-optimizer.agent.md,cb3ea9f3f4289fafd1cd1b68271b6f4dc14f2329d8789d288fad36a1e103b4e8,17,3,1,marketing; finance; executive,specialist,taxoptimizer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/tax-optimizer-github-pack/manifest.json,taxoptimizer,,overlap-fpna-budget-cost; overlap-compliance-risk-audit; overlap-executive-board-strategy
